#{"t_start": 1751999596.7623076, "env_id": "None"}
r,l,t
-35.61,32,135.018087
-32.24,35,135.206386
38.548736,33,135.382304
35.137037,29,135.535311
-38.58,22,135.654262
-33.0,28,135.796438
35.263566,23,135.914497
-32.89,34,136.123773
44.562738,22,136.241763
32.400673,34,136.409755
36.0,34,136.588195
40.908255,31,136.758322
-35.33,24,136.887094
45.0,26,137.032758
32.098425,27,137.186944
-33.0,44,137.42293
-32.51,29,137.573788
35.224719,48,137.833059
-38.09,23,137.959447
-35.48,24,138.103606
-32.87,39,138.315186
32.517028,36,138.492618
35.322222,41,138.720047
-35.02,23,138.85272
32.573171,28,139.020572
-33.0,28,139.168991
-33.0,36,139.346416
38.276818,28,139.500061
35.688213,27,139.660444
-38.37,30,139.825332
32.561151,27,139.974981
-41.05,41,140.195655
-38.51,20,140.301997
-36.0,44,140.534789
32.151786,36,140.727115
-32.91,25,140.859817
35.285141,29,141.016698
40.955922,57,141.315263
41.821818,24,141.445059
32.408759,36,141.626674
32.950704,32,141.788487
33.0,25,141.935498
41.072046,20,142.046921
33.0,23,142.170231
35.125,28,142.314478
35.218182,24,142.447917
-39.0,23,142.561984
32.682657,46,142.775398
-32.18,46,143.03564
36.0,31,143.201782
41.291667,22,143.325437
35.458333,23,143.45586
32.131783,37,143.649107
-38.18,32,143.820446
35.228916,30,143.986782
-32.69,35,144.173306
-35.66,37,144.362616
41.216912,20,144.47406
-32.79,32,144.63192
38.012766,28,144.813129
-32.39,25,144.944638
38.847458,29,145.101141
35.625,30,145.25784
37.178985,32,145.436379
-36.0,27,145.57358
-32.69,39,145.792271
-38.75,26,145.940649
-35.81,32,146.119375
35.834325,34,146.301137
32.36859,31,146.469744
32.104869,36,146.648424
-38.05,25,146.772729
35.116608,33,146.944721
32.365759,27,147.083922
-33.0,32,147.241178
32.407273,28,147.387663
-39.0,21,147.498834
-37.69,25,147.621519
-38.16,27,147.763033
-35.63,27,147.901759
-32.86,33,148.069748
-36.0,36,148.253107
41.854251,23,148.37027
35.254054,25,148.49805
40.327451,28,148.650496
-32.07,47,148.884133
32.759542,29,149.056935
35.706897,41,149.266977
-33.0,26,149.393795
41.203577,24,149.515914
-35.27,27,149.652057
-42.0,103,150.177237
38.52677,31,150.33541
-32.1,34,150.515647
35.903475,29,150.663754
37.712489,36,150.841067
38.746795,24,150.971552
-32.46,32,151.13407
41.322917,20,151.242619
41.313253,21,151.356458
-38.61,26,151.494873
-35.35,27,151.644806
36.0,21,151.773901
32.902439,29,151.923315
-35.06,45,152.174797
-35.4,24,152.317716
33.0,38,152.54274
36.0,25,152.683167
33.0,31,152.860002
33.0,40,153.098338
-32.67,29,153.258319
38.215686,31,153.430785
-32.61,33,153.60406
35.397112,30,153.762267
-36.0,29,153.918756
35.655786,47,154.16523
35.097015,24,154.269336
35.14094,32,154.44444
-41.7,18,154.537363
38.686411,70,154.933558
35.83557,30,155.11973
-38.21,23,155.235997
35.438931,86,155.704519
32.04878,28,155.862089
-38.43,22,155.988653
32.902027,32,156.161835
-32.7,32,156.338357
-32.26,26,156.479299
33.0,33,156.653896
32.453237,40,156.875624
-32.7,35,157.063547
32.901141,115,157.665001
32.352727,30,157.826961
-32.3,54,158.118864
38.19,19,158.212184
-33.0,28,158.361927
-32.78,48,158.611408
32.554422,47,158.863175
35.562069,25,160.065066
30.648464,26,160.213038
35.0125,31,160.384768
32.793548,35,160.577585
32.900735,35,160.771834
32.846715,25,160.907428
-41.32,41,161.122728
38.664311,21,161.23563
32.574074,26,161.375313
36.0,51,161.647973
41.445255,26,161.786869
35.542373,27,161.939641
-32.3,41,162.163399
-32.09,27,162.308853
-32.84,30,162.478467
-32.31,36,162.676404
-32.42,34,162.861533
-35.79,36,163.049259
33.0,39,163.282273
-32.1,28,163.455867
33.0,33,163.63213
32.734483,33,163.8254
-35.35,36,164.035253
32.507042,41,164.272417
38.20815,36,164.499296
38.629921,25,164.651045
32.266968,35,164.844411
35.660305,28,165.002574
41.366038,24,165.128124
32.29927,35,165.318757
32.653199,28,165.464764
35.774545,32,165.637734
-38.79,26,165.778187
-35.56,28,165.945858
32.05638,27,166.085533
38.10769,29,166.245713
35.318182,34,166.431168
41.789474,26,166.583521
30.0,28,166.739818
-36.0,27,166.887036
-32.74,88,167.429926
-35.47,29,167.599162
-35.58,31,167.770729
41.915385,24,167.907462
-33.0,25,168.039583
42.0,22,168.155631
-38.47,22,168.256112
-32.62,34,168.435704
33.0,34,168.616551
38.245734,23,168.736794
44.246795,18,168.839406
36.0,27,168.988445
-41.7,16,169.076084
33.0,27,169.201347
-36.0,57,169.51796
35.670139,23,169.639086
32.845614,39,169.860832
41.209302,23,169.981332
39.0,34,170.169817
-35.06,34,170.355473
32.692833,30,170.524513
-35.24,33,170.719662
32.647727,28,170.879027
35.24359,35,171.096149
41.172414,28,171.247407
35.235294,30,171.406876
36.0,29,171.557747
-38.88,22,171.685911
36.0,27,171.830204
33.0,27,171.983058
35.29595,38,172.196751
-32.43,44,172.43869
-32.94,27,172.581636
-38.45,24,172.723511
-42.0,30,172.891096
32.9,26,173.041463
-44.26,33,173.214204
41.848921,22,173.325814
32.48265,35,173.515692
-33.0,29,173.669484
38.429389,34,173.861608
-32.6,60,174.20163
32.536585,40,174.417393
-41.4,17,174.510236
32.535354,28,174.664297
35.331148,25,174.805585
-32.44,42,175.029083
32.814103,33,175.206342
-35.91,29,175.354136
38.90146,75,175.753391
-38.49,20,175.872628
38.331126,34,176.059972
-39.0,19,176.165586
-32.63,27,176.305273
32.47482,35,176.503934
32.902778,26,176.647009
-42.0,30,176.811886
-36.0,24,176.94542
-36.0,22,177.060717
-32.52,34,177.244451
38.901141,98,177.781652
-30.0,32,177.953255
38.193277,45,178.195841
-35.21,44,178.439919
32.226054,37,178.64044
38.169811,27,178.78302
-32.46,39,179.01528
32.587963,32,179.190852
35.560714,27,179.346302
-32.35,33,179.53093
-32.38,35,179.727785
46.965722,17,179.831849
-33.0,23,179.963807
38.080882,56,180.286115
-32.26,27,180.445014
33.0,67,180.816007
32.033457,29,180.985185
35.095057,25,181.129045
-35.14,31,181.321299
-32.76,31,181.492297
35.695833,31,181.674932
32.247148,48,181.948642
-32.9,111,182.608416
-38.38,19,182.72928
41.13594,63,183.115524
-35.26,30,183.287715
35.042553,32,183.465192
35.134694,26,183.59457
-35.44,39,183.812369
35.392739,33,184.009479
35.167883,22,184.138832
38.536585,20,184.253978
-33.0,25,184.396576
38.208494,28,184.574194
-38.03,22,184.706358
-38.58,30,184.874118
39.0,26,185.017977
-32.43,30,185.177631
-38.17,27,185.338828
-32.62,40,185.570001
38.965278,23,185.690732
42.0,28,185.853367
-32.25,30,186.018335
38.086879,28,186.169327
33.0,37,186.37958
40.640014,23,186.531538
38.548181,30,186.683953
40.706341,23,186.818135
-38.94,35,187.004466
35.621429,32,187.172472
38.449306,32,187.343734
32.668712,31,187.511756
45.0,16,187.603535
-41.04,25,187.748533
-38.4,24,187.882717
41.314607,21,187.99993
38.102222,26,188.138311
-35.14,22,188.250439
-35.51,39,188.462281
-38.52,25,188.602076
-32.41,26,188.743916
37.552778,22,188.86923
-38.1,28,189.02726
-35.11,48,189.275102
-32.43,34,189.459272
38.285714,29,189.627792
-32.39,31,189.787153
35.4,38,189.993467
35.236111,33,190.173224
38.485597,24,190.301482
35.099057,22,190.41775
-35.17,30,190.585226
33.0,31,190.75705
32.430464,31,190.921328
