#{"t_start": 1751995681.3576336, "env_id": "None"}
r,l,t
41.198758,25,184.054162
41.361538,33,184.229606
42.0,29,184.38104
41.233813,22,184.49592
-32.27,49,184.746018
45.0,25,184.885113
42.0,23,185.0089
41.702703,23,185.133285
41.817308,49,185.397804
33.0,82,185.827358
41.694123,79,186.261666
41.285211,36,186.453531
38.808943,31,186.616006
36.0,41,186.8333
35.304054,53,187.106953
35.813056,30,187.272384
41.674576,38,187.477828
41.292887,48,187.735005
35.778146,38,187.947536
35.125,43,188.173528
38.184564,27,188.317295
44.271318,21,188.439007
48.0,76,188.836055
42.0,26,188.979149
41.900398,26,189.116601
41.109312,26,189.254953
35.279412,45,189.501203
41.921053,49,189.769017
41.401515,40,189.986482
38.96732,47,190.224693
43.233433,40,190.442593
38.545775,27,190.577784
35.682731,26,190.715454
39.0,25,190.849665
44.519149,20,190.961606
44.626016,21,191.077749
47.834921,37,191.270704
38.47678,28,191.419082
35.738255,63,191.754558
42.0,27,191.911607
35.28866,26,192.056448
43.565403,30,192.227432
38.395683,28,192.383984
41.251656,31,192.56053
45.0,30,192.73904
42.0,33,192.922378
-35.47,37,193.120482
44.921397,23,193.228158
35.902027,36,193.419757
41.310078,32,193.592724
44.458495,33,193.762368
38.671815,31,193.927298
44.115894,21,194.048854
39.0,31,194.211309
47.318152,18,194.309002
35.665493,34,194.480773
44.609477,43,194.710754
38.215686,42,194.936359
39.0,85,195.397773
42.0,26,195.534738
41.515901,31,195.702162
33.0,27,195.838614
39.0,35,196.025735
41.33243,28,196.168549
33.0,54,196.452492
38.447183,25,196.58998
41.069444,28,196.745466
44.602524,41,196.971452
41.685897,21,197.087017
38.142392,33,197.250561
38.90106,47,197.492675
41.826087,41,197.708517
35.125899,44,197.938529
42.0,27,198.078954
-30.0,33,198.254014
47.884328,47,198.514316
41.751724,22,198.629616
36.0,26,198.767569
35.191176,38,198.966052
41.488152,33,199.14266
39.0,35,199.334195
38.582524,23,199.455658
33.0,63,199.811957
38.047009,28,199.975061
41.551471,29,200.130305
35.701342,36,200.324309
41.932075,28,200.47499
43.819122,48,200.7336
45.0,22,200.843906
44.302222,26,200.990323
38.27381,42,201.215843
39.0,33,201.378721
41.61597,28,201.531112
38.473646,29,201.687243
38.740741,27,201.829882
36.0,66,202.18131
38.143322,49,202.441333
33.0,34,202.615858
35.751773,29,202.764781
38.323232,38,202.960867
35.470588,29,203.121676
39.0,40,203.32369
45.0,37,203.518914
41.320475,31,203.682951
38.875817,42,203.902666
41.028958,29,204.056606
35.71517,43,204.281831
38.266667,28,204.436694
38.738281,26,204.575924
44.744548,28,204.731941
36.0,29,204.885024
41.546512,34,205.073744
39.0,29,205.238304
35.179775,72,205.600533
38.32107,32,205.779239
44.377049,32,205.952393
-32.16,72,206.332746
43.504541,37,206.526984
33.0,58,206.838284
41.415162,26,206.974383
38.574132,32,207.142261
40.791525,33,207.327997
