#{"t_start": 1750378271.4069536, "env_id": "None"}
r,l,t
35.875,38,427.834425
44.757925,22,428.083425
41.388316,18,428.301558
-38.09,60,428.838897
-32.03,39,429.207771
35.746795,65,429.776736
35.055848,46,430.150352
44.57947,21,430.404334
41.51711,27,430.712107
43.876702,22,430.957232
43.787202,35,431.279888
41.334274,50,431.697559
43.1157,39,432.031578
43.759147,49,432.431704
38.665418,50,432.900711
43.726024,34,433.203795
41.142455,27,433.559003
42.0,31,433.849475
44.160077,33,434.164145
-32.67,44,434.545192
38.809524,23,434.781116
33.0,85,435.485197
41.903346,28,435.78928
41.42663,33,436.131966
47.28,14,436.324408
38.311897,27,436.573473
44.439589,22,436.821016
47.832949,34,437.125581
34.969697,39,437.465233
38.415385,42,437.846016
38.706897,30,438.123379
39.0,51,438.571981
44.38189,39,438.920309
45.389611,27,439.187911
36.0,42,441.03579
41.892019,32,441.348646
35.459212,44,441.708266
44.198268,49,442.101262
35.561635,45,442.477646
38.503834,23,442.717387
35.901818,34,443.069935
44.682464,33,443.363114
41.757202,29,443.699895
44.772727,18,443.909196
35.643836,28,444.180815
41.331343,34,444.500389
43.588128,52,444.930066
-32.77,45,445.291249
44.754658,26,445.542085
38.422642,48,446.033909
36.0,24,446.297387
-39.49,45,446.681007
44.772,33,447.007176
41.223022,47,447.412685
38.133603,50,447.850861
44.275641,27,448.126848
43.75052,29,448.407285
36.0,30,448.68745
44.428044,28,448.955978
43.761745,56,449.423305
41.813084,29,449.717068
-35.12,48,450.130912
46.724143,22,450.371426
32.124498,60,450.853499
-32.51,37,451.250617
35.662222,46,451.64847
-40.16,64,452.172554
32.455556,34,452.514115
43.208855,31,452.782626
41.914498,28,453.062136
40.755991,41,453.446486
38.506276,33,453.739177
38.810345,41,454.082692
43.853502,37,454.469183
35.186312,36,454.783221
33.0,30,455.064696
38.213235,37,455.384204
41.273092,46,455.766437
38.109375,28,456.034939
43.356842,42,456.447685
38.220532,36,456.746715
35.477966,34,457.071859
35.004049,52,457.472463
41.249071,32,457.762781
39.0,34,458.057303
32.326923,39,458.41013
38.277174,31,458.685115
41.706383,28,458.944631
38.439114,69,459.498339
38.399225,65,460.034774
38.712177,33,460.387295
43.728941,23,460.659576
47.137207,34,460.980101
38.230769,45,461.393268
38.33871,34,461.693845
41.323262,67,462.257549
42.066157,24,462.501547
44.541667,24,462.734064
43.702862,49,463.15033
37.628632,25,463.397242
36.0,59,463.846317
44.353335,37,464.160821
38.079137,27,464.453649
-38.12,42,464.832687
40.203942,34,465.138216
41.902985,27,465.394792
39.0,31,465.689516
44.626053,39,466.058104
44.779528,32,466.365293
45.0,41,466.746518
36.0,56,467.23522
41.707317,25,467.505059
38.263889,57,467.960588
40.702697,32,468.27213
40.524351,44,468.647845
47.869454,27,468.89923
35.471311,37,469.226649
35.483271,36,469.526163
47.057878,18,469.726585
42.0,34,470.045884
38.901639,29,470.318314
39.0,29,470.585048
47.455516,19,470.788788
35.937008,57,471.258893
32.419118,52,471.662938
43.806564,37,471.973958
32.342308,35,472.298786
42.0,31,472.571931
41.616152,29,472.840156
35.207792,34,473.146283
44.038835,26,473.406512
39.0,55,473.835298
33.0,40,474.162865
33.0,45,474.563942
42.0,26,474.816956
41.337461,49,475.216974
38.808333,33,475.501484
44.897436,27,475.753069
38.327273,29,476.011979
35.902439,23,476.245001
44.909774,36,476.613286
36.702203,51,477.021872
41.007663,23,477.244376
47.541778,20,477.464643
41.602941,25,477.705178
38.638889,38,478.055346
44.291391,17,478.249795
38.662551,48,478.667867
39.0,49,479.066878
41.900356,49,479.483648
42.0,33,479.82127
41.5,23,480.070803
