#{"t_start": 1751997495.6146967, "env_id": "None"}
r,l,t
36.0,29,195.943582
33.0,34,196.098766
-32.2,29,196.22201
35.022989,34,196.391476
-33.0,32,196.529207
-35.31,37,197.293977
37.834634,28,197.396174
-32.34,84,197.796592
33.0,30,197.91561
38.412766,23,198.025748
-32.91,32,198.173877
32.784615,41,198.366452
-38.99,64,198.669197
38.722973,22,198.778485
38.316602,20,198.856959
-35.75,25,198.973686
32.837736,42,199.161047
33.0,32,199.312501
33.0,42,199.504998
-32.08,72,199.854021
-35.68,33,200.008111
-33.0,39,200.19414
38.137037,23,200.302858
-38.79,46,200.507348
-35.48,43,200.720257
-35.24,27,200.8485
-35.45,26,200.983034
37.982709,32,201.13341
-32.38,41,201.324419
-35.68,28,201.454406
-35.02,29,201.594697
-35.2,26,201.714996
-42.0,20,201.806182
37.940047,24,201.921254
32.621212,35,202.084734
32.439103,41,202.281577
-32.58,29,202.417441
43.134681,27,202.556308
33.0,34,202.680785
34.437741,25,202.795059
-45.0,25,202.912914
33.0,39,203.092005
38.478814,43,203.301671
35.580952,59,203.582472
-35.85,35,203.758511
36.715221,45,203.974874
-35.18,62,204.308465
-35.37,37,204.524717
-36.0,34,204.654486
-41.34,22,204.761899
-35.3,53,205.015449
-38.87,29,205.146744
35.492188,32,205.301638
-33.0,23,205.411537
39.0,36,205.575763
-33.0,47,205.796594
-41.71,21,205.891392
35.008511,47,206.111277
43.250932,24,206.234464
-35.47,31,206.372903
-32.88,27,206.483424
39.0,25,206.598615
35.221805,29,206.736415
-36.0,41,207.540298
-32.68,36,207.708598
-32.33,48,207.93941
35.327869,25,208.055789
-38.87,21,208.164245
-30.0,31,208.305565
-38.84,29,208.457299
-41.94,34,208.62387
-32.68,31,208.753334
32.211409,32,208.912806
34.813947,50,209.154132
-38.64,31,209.313813
-32.36,39,209.498466
-38.91,21,209.599299
-35.35,30,209.74919
33.0,27,209.878378
-35.77,36,210.05142
-36.0,28,210.190756
-39.0,27,210.317256
-35.03,53,210.593652
-36.0,31,210.774862
-38.04,39,210.948307
-38.51,20,211.036167
32.13783,30,211.18644
44.172662,32,211.345373
-35.91,26,211.464897
-35.13,37,211.638925
35.301115,42,211.824209
-38.28,68,212.135194
41.218519,22,212.237277
-35.58,27,212.367988
-38.84,45,212.584688
-35.88,31,212.730425
-32.55,34,212.872154
-35.67,42,213.067222
-35.03,55,213.333203
-36.0,39,213.513681
-32.6,33,213.667134
37.303467,43,213.870216
-38.19,37,214.044651
-32.31,40,214.232221
-39.0,47,214.489341
32.433824,36,214.667525
35.206667,33,214.819741
-39.0,36,214.986937
