#{"t_start": 1751263735.6251817, "env_id": "None"}
r,l,t
32.530466,41,277.912815
41.429484,41,278.56337
-32.58,58,279.416433
34.623877,35,280.000255
38.651964,52,280.802794
32.975862,74,281.923214
-32.56,44,282.625076
41.187158,114,284.286529
-35.28,78,285.458206
34.936656,55,286.305334
40.325303,37,286.900397
34.384456,54,287.77816
32.140426,46,288.473085
38.172269,70,289.518489
38.489173,61,290.4585
32.149533,55,291.289708
35.374517,58,292.173493
-35.43,57,293.080599
-32.15,55,293.924591
-35.06,64,294.904135
-37.43,97,296.36213
-34.94,50,297.135064
-34.89,97,298.555754
35.509233,57,299.438659
40.699158,50,300.19908
32.939577,130,302.096175
33.0,66,303.106614
38.596154,44,303.811998
32.822742,43,305.585806
35.634981,66,306.560737
39.633517,40,307.221146
34.979333,57,308.096453
37.392457,80,309.267742
40.878838,31,309.786404
38.814685,22,310.175071
38.48996,41,310.83672
40.544353,41,311.497118
-37.79,80,312.765629
39.798771,44,313.460775
40.778102,51,314.230053
34.627112,72,315.333245
32.472222,86,316.604122
-37.53,48,317.378438
42.118748,60,318.306869
40.754225,47,319.042956
40.90074,34,319.597723
34.70171,58,320.498721
35.4598,55,321.348481
-32.31,40,321.979374
38.156586,55,322.866175
-35.06,47,323.601242
34.852224,99,325.076992
-40.24,51,325.868216
43.118413,23,326.274003
-32.07,58,327.214591
38.685169,78,328.407935
-41.07,46,329.145872
-32.88,53,330.033792
32.893536,42,331.012646
40.843838,54,332.032618
-33.0,103,333.661541
37.505233,47,334.430953
-34.95,63,335.417105
37.415698,70,336.519803
-32.65,52,337.336508
34.816849,81,338.554514
42.604018,45,339.25702
35.226562,49,340.021108
-32.39,79,341.223849
-34.82,51,342.021118
38.012334,59,342.942694
-34.6,57,343.852919
37.327979,47,344.576955
41.215266,46,345.29101
45.282333,40,345.931152
41.308641,55,346.798972
35.23587,59,347.702189
-37.91,56,348.594013
-34.95,70,349.654502
38.655319,30,350.155658
32.885093,86,351.45692
40.531032,51,352.251423
32.763838,76,353.378001
32.872852,146,355.580476
37.418331,51,356.372278
34.977685,44,357.045476
34.819327,65,358.021225
-38.03,51,358.832858
32.163498,70,359.87049
32.682984,65,360.867028
38.248826,33,361.414442
39.430209,69,362.437407
36.501631,90,363.79114
-32.09,62,364.752502
37.926219,30,365.240536
-33.0,122,367.043117
-38.47,49,367.796803
32.552727,55,368.645128
32.697749,49,369.421081
44.678525,31,369.937498
38.002298,48,370.681608
38.60055,64,371.646076
35.509677,58,372.556905
-35.3,55,373.40543
-34.98,76,374.567151
32.740741,54,375.403255
32.5,30,375.89693
39.762723,34,376.450874
35.702624,39,377.108966
33.0,57,377.970905
38.053647,45,378.672112
-35.68,63,379.628774
-35.63,137,381.673258
-32.17,70,382.75769
37.581698,67,383.7781
-32.65,78,384.981155
40.80355,68,386.013224
-35.04,71,387.139514
37.892895,41,387.809182
40.022343,37,388.424024
-32.54,99,390.459272
32.928793,79,391.785155
39.971129,47,392.532095
45.460954,44,393.326172
-32.35,65,394.435037
-35.46,74,395.533932
43.571901,35,396.12847
36.655704,71,397.221869
-33.0,65,398.208298
41.05258,56,399.081166
41.205375,36,399.676482
44.283341,73,400.790585
38.082019,40,401.457294
40.649604,84,402.70071
33.0,47,403.441935
-32.4,52,404.276048
35.654618,76,405.444908
35.708185,54,406.307193
37.30683,90,407.624279
38.045783,42,408.296412
38.070169,42,408.99176
35.95572,133,412.376081
39.998604,45,413.106379
37.329896,50,413.899339
40.538553,77,415.10306
-35.61,71,416.178402
35.706784,59,417.06934
42.172986,66,418.09582
32.72028,57,418.968551
-32.24,76,420.139551
32.178439,56,420.996317
37.621897,40,421.642542
34.361729,76,422.811118
-37.43,50,423.592547
-32.08,83,424.856998
